date,metric,category,geography,unit,series_type,value
2026-03-01,Household spending - Through the year percentage change,Goods,Australian Capital Territory,Percent,Seasonally Adjusted,3.5
2026-03-01,Household spending,Health,Australian Capital Territory,$ Millions,Seasonally Adjusted,158.2
2026-03-01,Household spending - Percentage change from previous period,Health,Australian Capital Territory,Percent,Seasonally Adjusted,0.7
2026-03-01,Household spending - Through the year percentage change,Health,Australian Capital Territory,Percent,Seasonally Adjusted,1.5
2026-03-01,Household spending,"Hotels, cafes and restaurants",Australian Capital Territory,$ Millions,Seasonally Adjusted,248.6
2026-03-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Australian Capital Territory,Percent,Seasonally Adjusted,-3.3
2026-03-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Australian Capital Territory,Percent,Seasonally Adjusted,0.9
2026-03-01,Household spending,Miscellaneous goods and services,Australian Capital Territory,$ Millions,Seasonally Adjusted,176.8
2026-03-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Australian Capital Territory,Percent,Seasonally Adjusted,2.9
2026-03-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Australian Capital Territory,Percent,Seasonally Adjusted,8.1
2026-03-01,Household spending,Non Discretionary,Australian Capital Territory,$ Millions,Seasonally Adjusted,533.4
2026-03-01,Household spending - Percentage change from previous period,Non Discretionary,Australian Capital Territory,Percent,Seasonally Adjusted,2.7
2026-03-01,Household spending - Through the year percentage change,Non Discretionary,Australian Capital Territory,Percent,Seasonally Adjusted,4.8
2026-03-01,Household spending,Recreation and culture,Australian Capital Territory,$ Millions,Seasonally Adjusted,203.2
2026-03-01,Household spending - Percentage change from previous period,Recreation and culture,Australian Capital Territory,Percent,Seasonally Adjusted,1.0
2026-03-01,Household spending - Through the year percentage change,Recreation and culture,Australian Capital Territory,Percent,Seasonally Adjusted,6.0
2026-03-01,Household spending,Services,Australian Capital Territory,$ Millions,Seasonally Adjusted,759.0
2026-03-01,Household spending - Percentage change from previous period,Services,Australian Capital Territory,Percent,Seasonally Adjusted,-0.9
2026-03-01,Household spending - Through the year percentage change,Services,Australian Capital Territory,Percent,Seasonally Adjusted,3.1
2026-03-01,Household spending,Total (Household Spending Categories),Australian Capital Territory,$ Millions,Seasonally Adjusted,1449.7
2026-03-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Australian Capital Territory,Percent,Seasonally Adjusted,0.9
2026-03-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Australian Capital Territory,Percent,Seasonally Adjusted,3.3
2026-03-01,Household spending,Transport,Australian Capital Territory,$ Millions,Seasonally Adjusted,255.1
2026-03-01,Household spending - Percentage change from previous period,Transport,Australian Capital Territory,Percent,Seasonally Adjusted,3.7
2026-03-01,Household spending - Through the year percentage change,Transport,Australian Capital Territory,Percent,Seasonally Adjusted,3.5
2026-03-01,Household spending,Alcoholic beverages and tobacco,New South Wales,$ Millions,Seasonally Adjusted,980.5
2026-03-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,New South Wales,Percent,Seasonally Adjusted,0.2
2026-03-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,New South Wales,Percent,Seasonally Adjusted,-9.0
2026-03-01,Household spending,Clothing and footwear,New South Wales,$ Millions,Seasonally Adjusted,1532.2
2026-03-01,Household spending - Percentage change from previous period,Clothing and footwear,New South Wales,Percent,Seasonally Adjusted,1.8
2026-03-01,Household spending - Through the year percentage change,Clothing and footwear,New South Wales,Percent,Seasonally Adjusted,4.1
2026-03-01,Household spending,Discretionary,New South Wales,$ Millions,Seasonally Adjusted,16585.4
2026-03-01,Household spending - Percentage change from previous period,Discretionary,New South Wales,Percent,Seasonally Adjusted,0.8
2026-03-01,Household spending - Through the year percentage change,Discretionary,New South Wales,Percent,Seasonally Adjusted,4.2
2026-03-01,Household spending,Food,New South Wales,$ Millions,Seasonally Adjusted,3843.7
2026-03-01,Household spending - Percentage change from previous period,Food,New South Wales,Percent,Seasonally Adjusted,1.1
2026-03-01,Household spending - Through the year percentage change,Food,New South Wales,Percent,Seasonally Adjusted,5.6
2026-03-01,Household spending,Furnishings and household equipment,New South Wales,$ Millions,Seasonally Adjusted,1734.2
2026-03-01,Household spending - Percentage change from previous period,Furnishings and household equipment,New South Wales,Percent,Seasonally Adjusted,2.4
2026-03-01,Household spending - Through the year percentage change,Furnishings and household equipment,New South Wales,Percent,Seasonally Adjusted,4.9
2026-03-01,Household spending,Goods,New South Wales,$ Millions,Seasonally Adjusted,13006.8
2026-03-01,Household spending - Percentage change from previous period,Goods,New South Wales,Percent,Seasonally Adjusted,3.0
2026-03-01,Household spending - Through the year percentage change,Goods,New South Wales,Percent,Seasonally Adjusted,4.8
2026-03-01,Household spending,Health,New South Wales,$ Millions,Seasonally Adjusted,2611.7
2026-03-01,Household spending - Percentage change from previous period,Health,New South Wales,Percent,Seasonally Adjusted,1.2
2026-03-01,Household spending - Through the year percentage change,Health,New South Wales,Percent,Seasonally Adjusted,4.7
2026-03-01,Household spending,"Hotels, cafes and restaurants",New South Wales,$ Millions,Seasonally Adjusted,3746.3
2026-03-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",New South Wales,Percent,Seasonally Adjusted,-0.2
2026-03-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",New South Wales,Percent,Seasonally Adjusted,3.8
2026-03-01,Household spending,Miscellaneous goods and services,New South Wales,$ Millions,Seasonally Adjusted,2351.5
2026-03-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,New South Wales,Percent,Seasonally Adjusted,1.7
2026-03-01,Household spending - Through the year percentage change,Miscellaneous goods and services,New South Wales,Percent,Seasonally Adjusted,8.0
2026-03-01,Household spending,Non Discretionary,New South Wales,$ Millions,Seasonally Adjusted,8767.1
2026-03-01,Household spending - Percentage change from previous period,Non Discretionary,New South Wales,Percent,Seasonally Adjusted,4.2
2026-03-01,Household spending - Through the year percentage change,Non Discretionary,New South Wales,Percent,Seasonally Adjusted,7.8
2026-03-01,Household spending,Recreation and culture,New South Wales,$ Millions,Seasonally Adjusted,4223.8
2026-03-01,Household spending - Percentage change from previous period,Recreation and culture,New South Wales,Percent,Seasonally Adjusted,1.6
2026-03-01,Household spending - Through the year percentage change,Recreation and culture,New South Wales,Percent,Seasonally Adjusted,7.2
2026-03-01,Household spending,Services,New South Wales,$ Millions,Seasonally Adjusted,12345.7
2026-03-01,Household spending - Percentage change from previous period,Services,New South Wales,Percent,Seasonally Adjusted,0.9
2026-03-01,Household spending - Through the year percentage change,Services,New South Wales,Percent,Seasonally Adjusted,6.1
2026-03-01,Household spending,Total (Household Spending Categories),New South Wales,$ Millions,Seasonally Adjusted,25352.5
2026-03-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),New South Wales,Percent,Seasonally Adjusted,1.9
2026-03-01,Household spending - Through the year percentage change,Total (Household Spending Categories),New South Wales,Percent,Seasonally Adjusted,5.4
2026-03-01,Household spending,Transport,New South Wales,$ Millions,Seasonally Adjusted,4328.7
2026-03-01,Household spending - Percentage change from previous period,Transport,New South Wales,Percent,Seasonally Adjusted,5.9
2026-03-01,Household spending - Through the year percentage change,Transport,New South Wales,Percent,Seasonally Adjusted,8.5
2026-03-01,Household spending,Alcoholic beverages and tobacco,Northern Territory,$ Millions,Seasonally Adjusted,33.0
2026-03-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Northern Territory,Percent,Seasonally Adjusted,-1.8
2026-03-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Northern Territory,Percent,Seasonally Adjusted,-11.8
2026-03-01,Household spending,Clothing and footwear,Northern Territory,$ Millions,Seasonally Adjusted,25.4
2026-03-01,Household spending - Percentage change from previous period,Clothing and footwear,Northern Territory,Percent,Seasonally Adjusted,1.3
2026-03-01,Household spending - Through the year percentage change,Clothing and footwear,Northern Territory,Percent,Seasonally Adjusted,9.0
2026-03-01,Household spending,Discretionary,Northern Territory,$ Millions,Seasonally Adjusted,649.8
2026-03-01,Household spending - Percentage change from previous period,Discretionary,Northern Territory,Percent,Seasonally Adjusted,-0.3
2026-03-01,Household spending - Through the year percentage change,Discretionary,Northern Territory,Percent,Seasonally Adjusted,8.8
2026-03-01,Household spending,Food,Northern Territory,$ Millions,Seasonally Adjusted,122.7
2026-03-01,Household spending - Percentage change from previous period,Food,Northern Territory,Percent,Seasonally Adjusted,0.5
2026-03-01,Household spending - Through the year percentage change,Food,Northern Territory,Percent,Seasonally Adjusted,7.9
2026-03-01,Household spending,Furnishings and household equipment,Northern Territory,$ Millions,Seasonally Adjusted,59.0
2026-03-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Northern Territory,Percent,Seasonally Adjusted,-0.4
2026-03-01,Household spending - Through the year percentage change,Furnishings and household equipment,Northern Territory,Percent,Seasonally Adjusted,10.1
2026-03-01,Household spending,Goods,Northern Territory,$ Millions,Seasonally Adjusted,384.6
2026-03-01,Household spending - Percentage change from previous period,Goods,Northern Territory,Percent,Seasonally Adjusted,1.2
2026-03-01,Household spending - Through the year percentage change,Goods,Northern Territory,Percent,Seasonally Adjusted,7.5
2026-03-01,Household spending,Health,Northern Territory,$ Millions,Seasonally Adjusted,60.1
2026-03-01,Household spending - Percentage change from previous period,Health,Northern Territory,Percent,Seasonally Adjusted,2.7
2026-03-01,Household spending - Through the year percentage change,Health,Northern Territory,Percent,Seasonally Adjusted,-9.6
2026-03-01,Household spending,"Hotels, cafes and restaurants",Northern Territory,$ Millions,Seasonally Adjusted,204.1
2026-03-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Northern Territory,Percent,Seasonally Adjusted,-1.9
2026-03-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Northern Territory,Percent,Seasonally Adjusted,4.3
2026-03-01,Household spending,Miscellaneous goods and services,Northern Territory,$ Millions,Seasonally Adjusted,122.1
2026-03-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Northern Territory,Percent,Seasonally Adjusted,-1.4
2026-03-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Northern Territory,Percent,Seasonally Adjusted,16.7
2026-03-01,Household spending,Non Discretionary,Northern Territory,$ Millions,Seasonally Adjusted,240.7
2026-03-01,Household spending - Percentage change from previous period,Non Discretionary,Northern Territory,Percent,Seasonally Adjusted,1.4
2026-03-01,Household spending - Through the year percentage change,Non Discretionary,Northern Territory,Percent,Seasonally Adjusted,3.0
2026-03-01,Household spending,Recreation and culture,Northern Territory,$ Millions,Seasonally Adjusted,140.0
2026-03-01,Household spending - Percentage change from previous period,Recreation and culture,Northern Territory,Percent,Seasonally Adjusted,2.6
2026-03-01,Household spending - Through the year percentage change,Recreation and culture,Northern Territory,Percent,Seasonally Adjusted,16.2
2026-03-01,Household spending,Services,Northern Territory,$ Millions,Seasonally Adjusted,505.8
2026-03-01,Household spending - Percentage change from previous period,Services,Northern Territory,Percent,Seasonally Adjusted,-0.6
2026-03-01,Household spending - Through the year percentage change,Services,Northern Territory,Percent,Seasonally Adjusted,6.8
2026-03-01,Household spending,Total (Household Spending Categories),Northern Territory,$ Millions,Seasonally Adjusted,890.4
2026-03-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Northern Territory,Percent,Seasonally Adjusted,0.2
2026-03-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Northern Territory,Percent,Seasonally Adjusted,7.1
2026-03-01,Household spending,Transport,Northern Territory,$ Millions,Seasonally Adjusted,124.1
2026-03-01,Household spending - Percentage change from previous period,Transport,Northern Territory,Percent,Seasonally Adjusted,1.5
2026-03-01,Household spending - Through the year percentage change,Transport,Northern Territory,Percent,Seasonally Adjusted,7.0
2026-03-01,Household spending,Alcoholic beverages and tobacco,Queensland,$ Millions,Seasonally Adjusted,581.1
2026-03-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Queensland,Percent,Seasonally Adjusted,0.0
2026-03-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Queensland,Percent,Seasonally Adjusted,-3.6
2026-03-01,Household spending,Clothing and footwear,Queensland,$ Millions,Seasonally Adjusted,887.0
2026-03-01,Household spending - Percentage change from previous period,Clothing and footwear,Queensland,Percent,Seasonally Adjusted,0.2
2026-03-01,Household spending - Through the year percentage change,Clothing and footwear,Queensland,Percent,Seasonally Adjusted,10.8
2026-03-01,Household spending,Discretionary,Queensland,$ Millions,Seasonally Adjusted,10765.1
2026-03-01,Household spending - Percentage change from previous period,Discretionary,Queensland,Percent,Seasonally Adjusted,1.0
2026-03-01,Household spending - Through the year percentage change,Discretionary,Queensland,Percent,Seasonally Adjusted,9.1
2026-03-01,Household spending,Food,Queensland,$ Millions,Seasonally Adjusted,2655.2
2026-03-01,Household spending - Percentage change from previous period,Food,Queensland,Percent,Seasonally Adjusted,2.8
2026-03-01,Household spending - Through the year percentage change,Food,Queensland,Percent,Seasonally Adjusted,4.6
2026-03-01,Household spending,Furnishings and household equipment,Queensland,$ Millions,Seasonally Adjusted,1201.9
2026-03-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Queensland,Percent,Seasonally Adjusted,2.3
2026-03-01,Household spending - Through the year percentage change,Furnishings and household equipment,Queensland,Percent,Seasonally Adjusted,7.0
2026-03-01,Household spending,Goods,Queensland,$ Millions,Seasonally Adjusted,8947.8
2026-03-01,Household spending - Percentage change from previous period,Goods,Queensland,Percent,Seasonally Adjusted,3.7
2026-03-01,Household spending - Through the year percentage change,Goods,Queensland,Percent,Seasonally Adjusted,8.3
2026-03-01,Household spending,Health,Queensland,$ Millions,Seasonally Adjusted,2066.7
2026-03-01,Household spending - Percentage change from previous period,Health,Queensland,Percent,Seasonally Adjusted,0.0
2026-03-01,Household spending - Through the year percentage change,Health,Queensland,Percent,Seasonally Adjusted,12.3
2026-03-01,Household spending,"Hotels, cafes and restaurants",Queensland,$ Millions,Seasonally Adjusted,2395.8
2026-03-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Queensland,Percent,Seasonally Adjusted,-0.5
2026-03-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Queensland,Percent,Seasonally Adjusted,10.2
2026-03-01,Household spending,Miscellaneous goods and services,Queensland,$ Millions,Seasonally Adjusted,1448.3
2026-03-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Queensland,Percent,Seasonally Adjusted,1.9
2026-03-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Queensland,Percent,Seasonally Adjusted,12.9
2026-03-01,Household spending,Non Discretionary,Queensland,$ Millions,Seasonally Adjusted,6028.8
2026-03-01,Household spending - Percentage change from previous period,Non Discretionary,Queensland,Percent,Seasonally Adjusted,3.8
2026-03-01,Household spending - Through the year percentage change,Non Discretionary,Queensland,Percent,Seasonally Adjusted,10.3
2026-03-01,Household spending,Recreation and culture,Queensland,$ Millions,Seasonally Adjusted,2850.1
2026-03-01,Household spending - Percentage change from previous period,Recreation and culture,Queensland,Percent,Seasonally Adjusted,1.2
2026-03-01,Household spending - Through the year percentage change,Recreation and culture,Queensland,Percent,Seasonally Adjusted,9.2
2026-03-01,Household spending,Services,Queensland,$ Millions,Seasonally Adjusted,7846.2
2026-03-01,Household spending - Percentage change from previous period,Services,Queensland,Percent,Seasonally Adjusted,0.1
2026-03-01,Household spending - Through the year percentage change,Services,Queensland,Percent,Seasonally Adjusted,11.0
2026-03-01,Household spending,Total (Household Spending Categories),Queensland,$ Millions,Seasonally Adjusted,16794.0
2026-03-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Queensland,Percent,Seasonally Adjusted,2.0
2026-03-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Queensland,Percent,Seasonally Adjusted,9.5
2026-03-01,Household spending,Transport,Queensland,$ Millions,Seasonally Adjusted,2707.9
2026-03-01,Household spending - Percentage change from previous period,Transport,Queensland,Percent,Seasonally Adjusted,7.2
2026-03-01,Household spending - Through the year percentage change,Transport,Queensland,Percent,Seasonally Adjusted,14.7
2026-03-01,Household spending,Alcoholic beverages and tobacco,South Australia,$ Millions,Seasonally Adjusted,239.7
2026-03-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,South Australia,Percent,Seasonally Adjusted,1.0
2026-03-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,South Australia,Percent,Seasonally Adjusted,-9.5
2026-03-01,Household spending,Clothing and footwear,South Australia,$ Millions,Seasonally Adjusted,228.6
2026-03-01,Household spending - Percentage change from previous period,Clothing and footwear,South Australia,Percent,Seasonally Adjusted,1.6
2026-03-01,Household spending - Through the year percentage change,Clothing and footwear,South Australia,Percent,Seasonally Adjusted,8.8
2026-03-01,Household spending,Discretionary,South Australia,$ Millions,Seasonally Adjusted,3550.3
2026-03-01,Household spending - Percentage change from previous period,Discretionary,South Australia,Percent,Seasonally Adjusted,1.4
2026-03-01,Household spending - Through the year percentage change,Discretionary,South Australia,Percent,Seasonally Adjusted,6.6
2026-03-01,Household spending,Food,South Australia,$ Millions,Seasonally Adjusted,837.7
2026-03-01,Household spending - Percentage change from previous period,Food,South Australia,Percent,Seasonally Adjusted,1.0
2026-03-01,Household spending - Through the year percentage change,Food,South Australia,Percent,Seasonally Adjusted,5.8
2026-03-01,Household spending,Furnishings and household equipment,South Australia,$ Millions,Seasonally Adjusted,398.1
2026-03-01,Household spending - Percentage change from previous period,Furnishings and household equipment,South Australia,Percent,Seasonally Adjusted,1.1
2026-03-01,Household spending - Through the year percentage change,Furnishings and household equipment,South Australia,Percent,Seasonally Adjusted,6.5
2026-03-01,Household spending,Goods,South Australia,$ Millions,Seasonally Adjusted,2850.2
2026-03-01,Household spending - Percentage change from previous period,Goods,South Australia,Percent,Seasonally Adjusted,2.8
2026-03-01,Household spending - Through the year percentage change,Goods,South Australia,Percent,Seasonally Adjusted,6.2
2026-03-01,Household spending,Health,South Australia,$ Millions,Seasonally Adjusted,645.1
2026-03-01,Household spending - Percentage change from previous period,Health,South Australia,Percent,Seasonally Adjusted,-0.2
2026-03-01,Household spending - Through the year percentage change,Health,South Australia,Percent,Seasonally Adjusted,8.1
2026-03-01,Household spending,"Hotels, cafes and restaurants",South Australia,$ Millions,Seasonally Adjusted,793.7
2026-03-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",South Australia,Percent,Seasonally Adjusted,0.2
2026-03-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",South Australia,Percent,Seasonally Adjusted,5.5
2026-03-01,Household spending,Miscellaneous goods and services,South Australia,$ Millions,Seasonally Adjusted,508.1
2026-03-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,South Australia,Percent,Seasonally Adjusted,2.4
2026-03-01,Household spending - Through the year percentage change,Miscellaneous goods and services,South Australia,Percent,Seasonally Adjusted,9.5
2026-03-01,Household spending,Non Discretionary,South Australia,$ Millions,Seasonally Adjusted,1935.8
2026-03-01,Household spending - Percentage change from previous period,Non Discretionary,South Australia,Percent,Seasonally Adjusted,2.7
2026-03-01,Household spending - Through the year percentage change,Non Discretionary,South Australia,Percent,Seasonally Adjusted,7.7
2026-03-01,Household spending,Recreation and culture,South Australia,$ Millions,Seasonally Adjusted,926.8
2026-03-01,Household spending - Percentage change from previous period,Recreation and culture,South Australia,Percent,Seasonally Adjusted,2.1
2026-03-01,Household spending - Through the year percentage change,Recreation and culture,South Australia,Percent,Seasonally Adjusted,11.0
2026-03-01,Household spending,Services,South Australia,$ Millions,Seasonally Adjusted,2635.8
2026-03-01,Household spending - Percentage change from previous period,Services,South Australia,Percent,Seasonally Adjusted,0.8
2026-03-01,Household spending - Through the year percentage change,Services,South Australia,Percent,Seasonally Adjusted,7.9
2026-03-01,Household spending,Total (Household Spending Categories),South Australia,$ Millions,Seasonally Adjusted,5486.0
2026-03-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),South Australia,Percent,Seasonally Adjusted,1.8
2026-03-01,Household spending - Through the year percentage change,Total (Household Spending Categories),South Australia,Percent,Seasonally Adjusted,7.0
2026-03-01,Household spending,Transport,South Australia,$ Millions,Seasonally Adjusted,908.3
2026-03-01,Household spending - Percentage change from previous period,Transport,South Australia,Percent,Seasonally Adjusted,5.9
2026-03-01,Household spending - Through the year percentage change,Transport,South Australia,Percent,Seasonally Adjusted,8.4
2026-03-01,Household spending,Alcoholic beverages and tobacco,Tasmania,$ Millions,Seasonally Adjusted,77.5
2026-03-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Tasmania,Percent,Seasonally Adjusted,0.3
2026-03-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Tasmania,Percent,Seasonally Adjusted,-18.4
2026-03-01,Household spending,Clothing and footwear,Tasmania,$ Millions,Seasonally Adjusted,61.7
2026-03-01,Household spending - Percentage change from previous period,Clothing and footwear,Tasmania,Percent,Seasonally Adjusted,1.1
2026-03-01,Household spending - Through the year percentage change,Clothing and footwear,Tasmania,Percent,Seasonally Adjusted,5.9
2026-03-01,Household spending,Discretionary,Tasmania,$ Millions,Seasonally Adjusted,1093.2
2026-03-01,Household spending - Percentage change from previous period,Discretionary,Tasmania,Percent,Seasonally Adjusted,1.0
2026-03-01,Household spending - Through the year percentage change,Discretionary,Tasmania,Percent,Seasonally Adjusted,5.9
2026-03-01,Household spending,Food,Tasmania,$ Millions,Seasonally Adjusted,269.7
2026-03-01,Household spending - Percentage change from previous period,Food,Tasmania,Percent,Seasonally Adjusted,2.0
2026-03-01,Household spending - Through the year percentage change,Food,Tasmania,Percent,Seasonally Adjusted,8.3
2026-03-01,Household spending,Furnishings and household equipment,Tasmania,$ Millions,Seasonally Adjusted,114.1
2026-03-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Tasmania,Percent,Seasonally Adjusted,0.5
2026-03-01,Household spending - Through the year percentage change,Furnishings and household equipment,Tasmania,Percent,Seasonally Adjusted,6.2
2026-03-01,Household spending,Goods,Tasmania,$ Millions,Seasonally Adjusted,846.8
2026-03-01,Household spending - Percentage change from previous period,Goods,Tasmania,Percent,Seasonally Adjusted,3.7
2026-03-01,Household spending - Through the year percentage change,Goods,Tasmania,Percent,Seasonally Adjusted,5.3
2026-03-01,Household spending,Health,Tasmania,$ Millions,Seasonally Adjusted,180.3
2026-03-01,Household spending - Percentage change from previous period,Health,Tasmania,Percent,Seasonally Adjusted,1.8
2026-03-01,Household spending - Through the year percentage change,Health,Tasmania,Percent,Seasonally Adjusted,2.1
2026-03-01,Household spending,"Hotels, cafes and restaurants",Tasmania,$ Millions,Seasonally Adjusted,276.4
2026-03-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Tasmania,Percent,Seasonally Adjusted,-1.6
2026-03-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Tasmania,Percent,Seasonally Adjusted,4.0
2026-03-01,Household spending,Miscellaneous goods and services,Tasmania,$ Millions,Seasonally Adjusted,192.8
2026-03-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Tasmania,Percent,Seasonally Adjusted,1.0
2026-03-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Tasmania,Percent,Seasonally Adjusted,12.0
2026-03-01,Household spending,Non Discretionary,Tasmania,$ Millions,Seasonally Adjusted,603.6
2026-03-01,Household spending - Percentage change from previous period,Non Discretionary,Tasmania,Percent,Seasonally Adjusted,4.1
2026-03-01,Household spending - Through the year percentage change,Non Discretionary,Tasmania,Percent,Seasonally Adjusted,8.2
2026-03-01,Household spending,Recreation and culture,Tasmania,$ Millions,Seasonally Adjusted,207.4
2026-03-01,Household spending - Percentage change from previous period,Recreation and culture,Tasmania,Percent,Seasonally Adjusted,0.6
2026-03-01,Household spending - Through the year percentage change,Recreation and culture,Tasmania,Percent,Seasonally Adjusted,8.8
2026-03-01,Household spending,Services,Tasmania,$ Millions,Seasonally Adjusted,850.0
2026-03-01,Household spending - Percentage change from previous period,Services,Tasmania,Percent,Seasonally Adjusted,0.6
2026-03-01,Household spending - Through the year percentage change,Services,Tasmania,Percent,Seasonally Adjusted,8.1
2026-03-01,Household spending,Total (Household Spending Categories),Tasmania,$ Millions,Seasonally Adjusted,1696.8
2026-03-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Tasmania,Percent,Seasonally Adjusted,2.1
2026-03-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Tasmania,Percent,Seasonally Adjusted,6.7
2026-03-01,Household spending,Transport,Tasmania,$ Millions,Seasonally Adjusted,316.8
2026-03-01,Household spending - Percentage change from previous period,Transport,Tasmania,Percent,Seasonally Adjusted,9.0
2026-03-01,Household spending - Through the year percentage change,Transport,Tasmania,Percent,Seasonally Adjusted,15.1
2026-03-01,Household spending,Alcoholic beverages and tobacco,Victoria,$ Millions,Seasonally Adjusted,572.7
2026-03-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Victoria,Percent,Seasonally Adjusted,-0.9
2026-03-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Victoria,Percent,Seasonally Adjusted,-24.5
2026-03-01,Household spending,Clothing and footwear,Victoria,$ Millions,Seasonally Adjusted,1229.7
2026-03-01,Household spending - Percentage change from previous period,Clothing and footwear,Victoria,Percent,Seasonally Adjusted,0.6
2026-03-01,Household spending - Through the year percentage change,Clothing and footwear,Victoria,Percent,Seasonally Adjusted,4.9
2026-03-01,Household spending,Discretionary,Victoria,$ Millions,Seasonally Adjusted,12166.0
2026-03-01,Household spending - Percentage change from previous period,Discretionary,Victoria,Percent,Seasonally Adjusted,0.1
2026-03-01,Household spending - Through the year percentage change,Discretionary,Victoria,Percent,Seasonally Adjusted,2.7
2026-03-01,Household spending,Food,Victoria,$ Millions,Seasonally Adjusted,3068.2
2026-03-01,Household spending - Percentage change from previous period,Food,Victoria,Percent,Seasonally Adjusted,1.8
2026-03-01,Household spending - Through the year percentage change,Food,Victoria,Percent,Seasonally Adjusted,6.3
2026-03-01,Household spending,Furnishings and household equipment,Victoria,$ Millions,Seasonally Adjusted,1293.7
2026-03-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Victoria,Percent,Seasonally Adjusted,0.7
2026-03-01,Household spending - Through the year percentage change,Furnishings and household equipment,Victoria,Percent,Seasonally Adjusted,4.1
2026-03-01,Household spending,Goods,Victoria,$ Millions,Seasonally Adjusted,10882.1
2026-03-01,Household spending - Percentage change from previous period,Goods,Victoria,Percent,Seasonally Adjusted,2.5
2026-03-01,Household spending - Through the year percentage change,Goods,Victoria,Percent,Seasonally Adjusted,4.3
2026-03-01,Household spending,Health,Victoria,$ Millions,Seasonally Adjusted,2495.0
2026-03-01,Household spending - Percentage change from previous period,Health,Victoria,Percent,Seasonally Adjusted,0.2
2026-03-01,Household spending - Through the year percentage change,Health,Victoria,Percent,Seasonally Adjusted,4.4
2026-03-01,Household spending,"Hotels, cafes and restaurants",Victoria,$ Millions,Seasonally Adjusted,2089.1
2026-03-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Victoria,Percent,Seasonally Adjusted,-1.0
2026-03-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Victoria,Percent,Seasonally Adjusted,3.5
2026-03-01,Household spending,Miscellaneous goods and services,Victoria,$ Millions,Seasonally Adjusted,1668.3
2026-03-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Victoria,Percent,Seasonally Adjusted,0.8
2026-03-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Victoria,Percent,Seasonally Adjusted,8.0
2026-03-01,Household spending,Non Discretionary,Victoria,$ Millions,Seasonally Adjusted,7257.8
2026-03-01,Household spending - Percentage change from previous period,Non Discretionary,Victoria,Percent,Seasonally Adjusted,3.3
2026-03-01,Household spending - Through the year percentage change,Non Discretionary,Victoria,Percent,Seasonally Adjusted,6.4
2026-03-01,Household spending,Recreation and culture,Victoria,$ Millions,Seasonally Adjusted,3554.0
