date,metric,category,geography,unit,series_type,value
2015-06-01,Household spending - Through the year percentage change,Food,Western Australia,Percent,Seasonally Adjusted,2.5
2015-06-01,Household spending,Furnishings and household equipment,Western Australia,$ Millions,Seasonally Adjusted,424.6
2015-06-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Western Australia,Percent,Seasonally Adjusted,0.6
2015-06-01,Household spending - Through the year percentage change,Furnishings and household equipment,Western Australia,Percent,Seasonally Adjusted,2.7
2015-06-01,Household spending,Goods,Western Australia,$ Millions,Seasonally Adjusted,3043.9
2015-06-01,Household spending - Percentage change from previous period,Goods,Western Australia,Percent,Seasonally Adjusted,-0.5
2015-06-01,Household spending - Through the year percentage change,Goods,Western Australia,Percent,Seasonally Adjusted,1.4
2015-06-01,Household spending,Health,Western Australia,$ Millions,Seasonally Adjusted,587.8
2015-06-01,Household spending - Percentage change from previous period,Health,Western Australia,Percent,Seasonally Adjusted,0.4
2015-06-01,Household spending - Through the year percentage change,Health,Western Australia,Percent,Seasonally Adjusted,8.9
2015-06-01,Household spending,"Hotels, cafes and restaurants",Western Australia,$ Millions,Seasonally Adjusted,612.4
2015-06-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Western Australia,Percent,Seasonally Adjusted,3.1
2015-06-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Western Australia,Percent,Seasonally Adjusted,0.9
2015-06-01,Household spending,Miscellaneous goods and services,Western Australia,$ Millions,Seasonally Adjusted,480.3
2015-06-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Western Australia,Percent,Seasonally Adjusted,0.6
2015-06-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Western Australia,Percent,Seasonally Adjusted,4.9
2015-06-01,Household spending,Non Discretionary,Western Australia,$ Millions,Seasonally Adjusted,2003.1
2015-06-01,Household spending - Percentage change from previous period,Non Discretionary,Western Australia,Percent,Seasonally Adjusted,0.3
2015-06-01,Household spending - Through the year percentage change,Non Discretionary,Western Australia,Percent,Seasonally Adjusted,4.1
2015-06-01,Household spending,Recreation and culture,Western Australia,$ Millions,Seasonally Adjusted,780.3
2015-06-01,Household spending - Percentage change from previous period,Recreation and culture,Western Australia,Percent,Seasonally Adjusted,-0.1
2015-06-01,Household spending - Through the year percentage change,Recreation and culture,Western Australia,Percent,Seasonally Adjusted,2.2
2015-06-01,Household spending,Services,Western Australia,$ Millions,Seasonally Adjusted,2257.1
2015-06-01,Household spending - Percentage change from previous period,Services,Western Australia,Percent,Seasonally Adjusted,1.9
2015-06-01,Household spending - Through the year percentage change,Services,Western Australia,Percent,Seasonally Adjusted,5.3
2015-06-01,Household spending,Total (Household Spending Categories),Western Australia,$ Millions,Seasonally Adjusted,5301.0
2015-06-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Western Australia,Percent,Seasonally Adjusted,0.5
2015-06-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Western Australia,Percent,Seasonally Adjusted,3.0
2015-06-01,Household spending,Transport,Western Australia,$ Millions,Seasonally Adjusted,958.3
2015-06-01,Household spending - Percentage change from previous period,Transport,Western Australia,Percent,Seasonally Adjusted,1.1
2015-06-01,Household spending - Through the year percentage change,Transport,Western Australia,Percent,Seasonally Adjusted,1.5
2015-07-01,Household spending,Alcoholic beverages and tobacco,Australia,$ Millions,Seasonally Adjusted,2945.9
2015-07-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Australia,Percent,Seasonally Adjusted,1.0
2015-07-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Australia,Percent,Seasonally Adjusted,4.0
2015-07-01,Household spending,Clothing and footwear,Australia,$ Millions,Seasonally Adjusted,2805.3
2015-07-01,Household spending - Percentage change from previous period,Clothing and footwear,Australia,Percent,Seasonally Adjusted,4.0
2015-07-01,Household spending - Through the year percentage change,Clothing and footwear,Australia,Percent,Seasonally Adjusted,5.6
2015-07-01,Household spending,Discretionary,Australia,$ Millions,Seasonally Adjusted,31886.0
2015-07-01,Household spending - Percentage change from previous period,Discretionary,Australia,Percent,Seasonally Adjusted,0.7
2015-07-01,Household spending - Through the year percentage change,Discretionary,Australia,Percent,Seasonally Adjusted,5.1
2015-07-01,Household spending,Food,Australia,$ Millions,Seasonally Adjusted,7453.3
2015-07-01,Household spending - Percentage change from previous period,Food,Australia,Percent,Seasonally Adjusted,0.1
2015-07-01,Household spending - Through the year percentage change,Food,Australia,Percent,Seasonally Adjusted,2.5
2015-07-01,Household spending,Furnishings and household equipment,Australia,$ Millions,Seasonally Adjusted,3677.9
2015-07-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Australia,Percent,Seasonally Adjusted,0.8
2015-07-01,Household spending - Through the year percentage change,Furnishings and household equipment,Australia,Percent,Seasonally Adjusted,6.9
2015-07-01,Household spending,Goods,Australia,$ Millions,Seasonally Adjusted,27567.3
2015-07-01,Household spending - Percentage change from previous period,Goods,Australia,Percent,Seasonally Adjusted,0.9
2015-07-01,Household spending - Through the year percentage change,Goods,Australia,Percent,Seasonally Adjusted,3.6
2015-07-01,Household spending,Health,Australia,$ Millions,Seasonally Adjusted,5028.3
2015-07-01,Household spending - Percentage change from previous period,Health,Australia,Percent,Seasonally Adjusted,1.1
2015-07-01,Household spending - Through the year percentage change,Health,Australia,Percent,Seasonally Adjusted,7.5
2015-07-01,Household spending,"Hotels, cafes and restaurants",Australia,$ Millions,Seasonally Adjusted,5768.2
2015-07-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Australia,Percent,Seasonally Adjusted,-0.3
2015-07-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Australia,Percent,Seasonally Adjusted,-0.6
2015-07-01,Household spending,Miscellaneous goods and services,Australia,$ Millions,Seasonally Adjusted,4658.7
2015-07-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Australia,Percent,Seasonally Adjusted,0.8
2015-07-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Australia,Percent,Seasonally Adjusted,6.9
2015-07-01,Household spending,Non Discretionary,Australia,$ Millions,Seasonally Adjusted,17294.0
2015-07-01,Household spending - Percentage change from previous period,Non Discretionary,Australia,Percent,Seasonally Adjusted,0.1
2015-07-01,Household spending - Through the year percentage change,Non Discretionary,Australia,Percent,Seasonally Adjusted,1.7
2015-07-01,Household spending,Recreation and culture,Australia,$ Millions,Seasonally Adjusted,8206.4
2015-07-01,Household spending - Percentage change from previous period,Recreation and culture,Australia,Percent,Seasonally Adjusted,-0.4
2015-07-01,Household spending - Through the year percentage change,Recreation and culture,Australia,Percent,Seasonally Adjusted,5.1
2015-07-01,Household spending,Services,Australia,$ Millions,Seasonally Adjusted,21612.7
2015-07-01,Household spending - Percentage change from previous period,Services,Australia,Percent,Seasonally Adjusted,0.0
2015-07-01,Household spending - Through the year percentage change,Services,Australia,Percent,Seasonally Adjusted,4.3
2015-07-01,Household spending,Total (Household Spending Categories),Australia,$ Millions,Seasonally Adjusted,49180.0
2015-07-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Australia,Percent,Seasonally Adjusted,0.5
2015-07-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Australia,Percent,Seasonally Adjusted,3.9
2015-07-01,Household spending,Transport,Australia,$ Millions,Seasonally Adjusted,8636.0
2015-07-01,Household spending - Percentage change from previous period,Transport,Australia,Percent,Seasonally Adjusted,0.5
2015-07-01,Household spending - Through the year percentage change,Transport,Australia,Percent,Seasonally Adjusted,1.7
2015-07-01,Household spending,Alcoholic beverages and tobacco,Australian Capital Territory,$ Millions,Seasonally Adjusted,36.4
2015-07-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Australian Capital Territory,Percent,Seasonally Adjusted,-0.3
2015-07-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Australian Capital Territory,Percent,Seasonally Adjusted,-1.7
2015-07-01,Household spending,Clothing and footwear,Australian Capital Territory,$ Millions,Seasonally Adjusted,48.5
2015-07-01,Household spending - Percentage change from previous period,Clothing and footwear,Australian Capital Territory,Percent,Seasonally Adjusted,3.7
2015-07-01,Household spending - Through the year percentage change,Clothing and footwear,Australian Capital Territory,Percent,Seasonally Adjusted,2.7
2015-07-01,Household spending,Discretionary,Australian Capital Territory,$ Millions,Seasonally Adjusted,576.9
2015-07-01,Household spending - Percentage change from previous period,Discretionary,Australian Capital Territory,Percent,Seasonally Adjusted,0.8
2015-07-01,Household spending - Through the year percentage change,Discretionary,Australian Capital Territory,Percent,Seasonally Adjusted,5.2
2015-07-01,Household spending,Food,Australian Capital Territory,$ Millions,Seasonally Adjusted,155.4
2015-07-01,Household spending - Percentage change from previous period,Food,Australian Capital Territory,Percent,Seasonally Adjusted,-0.8
2015-07-01,Household spending - Through the year percentage change,Food,Australian Capital Territory,Percent,Seasonally Adjusted,5.5
2015-07-01,Household spending,Furnishings and household equipment,Australian Capital Territory,$ Millions,Seasonally Adjusted,58.7
2015-07-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Australian Capital Territory,Percent,Seasonally Adjusted,0.1
2015-07-01,Household spending - Through the year percentage change,Furnishings and household equipment,Australian Capital Territory,Percent,Seasonally Adjusted,9.0
2015-07-01,Household spending,Goods,Australian Capital Territory,$ Millions,Seasonally Adjusted,480.3
2015-07-01,Household spending - Percentage change from previous period,Goods,Australian Capital Territory,Percent,Seasonally Adjusted,0.9
2015-07-01,Household spending - Through the year percentage change,Goods,Australian Capital Territory,Percent,Seasonally Adjusted,3.7
2015-07-01,Household spending,Health,Australian Capital Territory,$ Millions,Seasonally Adjusted,73.3
2015-07-01,Household spending - Percentage change from previous period,Health,Australian Capital Territory,Percent,Seasonally Adjusted,1.0
2015-07-01,Household spending - Through the year percentage change,Health,Australian Capital Territory,Percent,Seasonally Adjusted,1.2
2015-07-01,Household spending,"Hotels, cafes and restaurants",Australian Capital Territory,$ Millions,Seasonally Adjusted,132.4
2015-07-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Australian Capital Territory,Percent,Seasonally Adjusted,-0.2
2015-07-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Australian Capital Territory,Percent,Seasonally Adjusted,0.8
2015-07-01,Household spending,Miscellaneous goods and services,Australian Capital Territory,$ Millions,Seasonally Adjusted,100.7
2015-07-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Australian Capital Territory,Percent,Seasonally Adjusted,1.2
2015-07-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Australian Capital Territory,Percent,Seasonally Adjusted,8.6
2015-07-01,Household spending,Non Discretionary,Australian Capital Territory,$ Millions,Seasonally Adjusted,325.9
2015-07-01,Household spending - Percentage change from previous period,Non Discretionary,Australian Capital Territory,Percent,Seasonally Adjusted,0.3
2015-07-01,Household spending - Through the year percentage change,Non Discretionary,Australian Capital Territory,Percent,Seasonally Adjusted,3.1
2015-07-01,Household spending,Recreation and culture,Australian Capital Territory,$ Millions,Seasonally Adjusted,129.2
2015-07-01,Household spending - Percentage change from previous period,Recreation and culture,Australian Capital Territory,Percent,Seasonally Adjusted,0.3
2015-07-01,Household spending - Through the year percentage change,Recreation and culture,Australian Capital Territory,Percent,Seasonally Adjusted,5.4
2015-07-01,Household spending,Services,Australian Capital Territory,$ Millions,Seasonally Adjusted,422.6
2015-07-01,Household spending - Percentage change from previous period,Services,Australian Capital Territory,Percent,Seasonally Adjusted,0.2
2015-07-01,Household spending - Through the year percentage change,Services,Australian Capital Territory,Percent,Seasonally Adjusted,5.4
2015-07-01,Household spending,Total (Household Spending Categories),Australian Capital Territory,$ Millions,Seasonally Adjusted,902.8
2015-07-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Australian Capital Territory,Percent,Seasonally Adjusted,0.6
2015-07-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Australian Capital Territory,Percent,Seasonally Adjusted,4.5
2015-07-01,Household spending,Transport,Australian Capital Territory,$ Millions,Seasonally Adjusted,168.2
2015-07-01,Household spending - Percentage change from previous period,Transport,Australian Capital Territory,Percent,Seasonally Adjusted,1.7
2015-07-01,Household spending - Through the year percentage change,Transport,Australian Capital Territory,Percent,Seasonally Adjusted,5.5
2015-07-01,Household spending,Alcoholic beverages and tobacco,New South Wales,$ Millions,Seasonally Adjusted,1003.7
2015-07-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,New South Wales,Percent,Seasonally Adjusted,1.7
2015-07-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,New South Wales,Percent,Seasonally Adjusted,4.9
2015-07-01,Household spending,Clothing and footwear,New South Wales,$ Millions,Seasonally Adjusted,983.1
2015-07-01,Household spending - Percentage change from previous period,Clothing and footwear,New South Wales,Percent,Seasonally Adjusted,4.0
2015-07-01,Household spending - Through the year percentage change,Clothing and footwear,New South Wales,Percent,Seasonally Adjusted,6.1
2015-07-01,Household spending,Discretionary,New South Wales,$ Millions,Seasonally Adjusted,11047.4
2015-07-01,Household spending - Percentage change from previous period,Discretionary,New South Wales,Percent,Seasonally Adjusted,0.8
2015-07-01,Household spending - Through the year percentage change,Discretionary,New South Wales,Percent,Seasonally Adjusted,6.2
2015-07-01,Household spending,Food,New South Wales,$ Millions,Seasonally Adjusted,2265.3
2015-07-01,Household spending - Percentage change from previous period,Food,New South Wales,Percent,Seasonally Adjusted,0.5
2015-07-01,Household spending - Through the year percentage change,Food,New South Wales,Percent,Seasonally Adjusted,3.4
2015-07-01,Household spending,Furnishings and household equipment,New South Wales,$ Millions,Seasonally Adjusted,1163.8
2015-07-01,Household spending - Percentage change from previous period,Furnishings and household equipment,New South Wales,Percent,Seasonally Adjusted,-0.2
2015-07-01,Household spending - Through the year percentage change,Furnishings and household equipment,New South Wales,Percent,Seasonally Adjusted,6.2
2015-07-01,Household spending,Goods,New South Wales,$ Millions,Seasonally Adjusted,8832.2
2015-07-01,Household spending - Percentage change from previous period,Goods,New South Wales,Percent,Seasonally Adjusted,1.0
2015-07-01,Household spending - Through the year percentage change,Goods,New South Wales,Percent,Seasonally Adjusted,4.4
2015-07-01,Household spending,Health,New South Wales,$ Millions,Seasonally Adjusted,1436.5
2015-07-01,Household spending - Percentage change from previous period,Health,New South Wales,Percent,Seasonally Adjusted,0.7
2015-07-01,Household spending - Through the year percentage change,Health,New South Wales,Percent,Seasonally Adjusted,6.3
2015-07-01,Household spending,"Hotels, cafes and restaurants",New South Wales,$ Millions,Seasonally Adjusted,2105.4
2015-07-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",New South Wales,Percent,Seasonally Adjusted,-0.1
2015-07-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",New South Wales,Percent,Seasonally Adjusted,-0.4
2015-07-01,Household spending,Miscellaneous goods and services,New South Wales,$ Millions,Seasonally Adjusted,1573.8
2015-07-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,New South Wales,Percent,Seasonally Adjusted,0.9
2015-07-01,Household spending - Through the year percentage change,Miscellaneous goods and services,New South Wales,Percent,Seasonally Adjusted,7.3
2015-07-01,Household spending,Non Discretionary,New South Wales,$ Millions,Seasonally Adjusted,5376.6
2015-07-01,Household spending - Percentage change from previous period,Non Discretionary,New South Wales,Percent,Seasonally Adjusted,0.4
2015-07-01,Household spending - Through the year percentage change,Non Discretionary,New South Wales,Percent,Seasonally Adjusted,1.4
2015-07-01,Household spending,Recreation and culture,New South Wales,$ Millions,Seasonally Adjusted,2932.7
2015-07-01,Household spending - Percentage change from previous period,Recreation and culture,New South Wales,Percent,Seasonally Adjusted,-0.7
2015-07-01,Household spending - Through the year percentage change,Recreation and culture,New South Wales,Percent,Seasonally Adjusted,8.1
2015-07-01,Household spending,Services,New South Wales,$ Millions,Seasonally Adjusted,7591.8
2015-07-01,Household spending - Percentage change from previous period,Services,New South Wales,Percent,Seasonally Adjusted,0.2
2015-07-01,Household spending - Through the year percentage change,Services,New South Wales,Percent,Seasonally Adjusted,4.7
2015-07-01,Household spending,Total (Household Spending Categories),New South Wales,$ Millions,Seasonally Adjusted,16423.9
2015-07-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),New South Wales,Percent,Seasonally Adjusted,0.6
2015-07-01,Household spending - Through the year percentage change,Total (Household Spending Categories),New South Wales,Percent,Seasonally Adjusted,4.6
2015-07-01,Household spending,Transport,New South Wales,$ Millions,Seasonally Adjusted,2959.6
2015-07-01,Household spending - Percentage change from previous period,Transport,New South Wales,Percent,Seasonally Adjusted,1.3
2015-07-01,Household spending - Through the year percentage change,Transport,New South Wales,Percent,Seasonally Adjusted,2.3
2015-07-01,Household spending,Alcoholic beverages and tobacco,Northern Territory,$ Millions,Seasonally Adjusted,29.0
2015-07-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Northern Territory,Percent,Seasonally Adjusted,3.3
2015-07-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Northern Territory,Percent,Seasonally Adjusted,5.1
2015-07-01,Household spending,Clothing and footwear,Northern Territory,$ Millions,Seasonally Adjusted,18.3
2015-07-01,Household spending - Percentage change from previous period,Clothing and footwear,Northern Territory,Percent,Seasonally Adjusted,4.6
2015-07-01,Household spending - Through the year percentage change,Clothing and footwear,Northern Territory,Percent,Seasonally Adjusted,-5.8
2015-07-01,Household spending,Discretionary,Northern Territory,$ Millions,Seasonally Adjusted,393.7
2015-07-01,Household spending - Percentage change from previous period,Discretionary,Northern Territory,Percent,Seasonally Adjusted,1.8
2015-07-01,Household spending - Through the year percentage change,Discretionary,Northern Territory,Percent,Seasonally Adjusted,2.6
2015-07-01,Household spending,Food,Northern Territory,$ Millions,Seasonally Adjusted,79.9
2015-07-01,Household spending - Percentage change from previous period,Food,Northern Territory,Percent,Seasonally Adjusted,0.9
2015-07-01,Household spending - Through the year percentage change,Food,Northern Territory,Percent,Seasonally Adjusted,9.2
2015-07-01,Household spending,Furnishings and household equipment,Northern Territory,$ Millions,Seasonally Adjusted,40.0
2015-07-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Northern Territory,Percent,Seasonally Adjusted,-0.8
2015-07-01,Household spending - Through the year percentage change,Furnishings and household equipment,Northern Territory,Percent,Seasonally Adjusted,2.9
2015-07-01,Household spending,Goods,Northern Territory,$ Millions,Seasonally Adjusted,269.3
2015-07-01,Household spending - Percentage change from previous period,Goods,Northern Territory,Percent,Seasonally Adjusted,0.9
2015-07-01,Household spending - Through the year percentage change,Goods,Northern Territory,Percent,Seasonally Adjusted,2.2
2015-07-01,Household spending,Health,Northern Territory,$ Millions,Seasonally Adjusted,32.5
2015-07-01,Household spending - Percentage change from previous period,Health,Northern Territory,Percent,Seasonally Adjusted,1.8
2015-07-01,Household spending - Through the year percentage change,Health,Northern Territory,Percent,Seasonally Adjusted,-6.2
2015-07-01,Household spending,"Hotels, cafes and restaurants",Northern Territory,$ Millions,Seasonally Adjusted,110.5
2015-07-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Northern Territory,Percent,Seasonally Adjusted,1.6
2015-07-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Northern Territory,Percent,Seasonally Adjusted,-3.2
2015-07-01,Household spending,Miscellaneous goods and services,Northern Territory,$ Millions,Seasonally Adjusted,69.8
2015-07-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Northern Territory,Percent,Seasonally Adjusted,1.0
2015-07-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Northern Territory,Percent,Seasonally Adjusted,7.0
2015-07-01,Household spending,Non Discretionary,Northern Territory,$ Millions,Seasonally Adjusted,150.2
2015-07-01,Household spending - Percentage change from previous period,Non Discretionary,Northern Territory,Percent,Seasonally Adjusted,0.7
2015-07-01,Household spending - Through the year percentage change,Non Discretionary,Northern Territory,Percent,Seasonally Adjusted,1.2
2015-07-01,Household spending,Recreation and culture,Northern Territory,$ Millions,Seasonally Adjusted,88.6
2015-07-01,Household spending - Percentage change from previous period,Recreation and culture,Northern Territory,Percent,Seasonally Adjusted,2.7
2015-07-01,Household spending - Through the year percentage change,Recreation and culture,Northern Territory,Percent,Seasonally Adjusted,7.1
2015-07-01,Household spending,Services,Northern Territory,$ Millions,Seasonally Adjusted,274.6
2015-07-01,Household spending - Percentage change from previous period,Services,Northern Territory,Percent,Seasonally Adjusted,2.1
2015-07-01,Household spending - Through the year percentage change,Services,Northern Territory,Percent,Seasonally Adjusted,2.3
2015-07-01,Household spending,Total (Household Spending Categories),Northern Territory,$ Millions,Seasonally Adjusted,543.8
2015-07-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Northern Territory,Percent,Seasonally Adjusted,1.5
2015-07-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Northern Territory,Percent,Seasonally Adjusted,2.2
2015-07-01,Household spending,Transport,Northern Territory,$ Millions,Seasonally Adjusted,75.2
2015-07-01,Household spending - Percentage change from previous period,Transport,Northern Territory,Percent,Seasonally Adjusted,1.0
2015-07-01,Household spending - Through the year percentage change,Transport,Northern Territory,Percent,Seasonally Adjusted,-1.3
2015-07-01,Household spending,Alcoholic beverages and tobacco,Queensland,$ Millions,Seasonally Adjusted,574.8
2015-07-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Queensland,Percent,Seasonally Adjusted,0.1
2015-07-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Queensland,Percent,Seasonally Adjusted,3.1
2015-07-01,Household spending,Clothing and footwear,Queensland,$ Millions,Seasonally Adjusted,498.0
2015-07-01,Household spending - Percentage change from previous period,Clothing and footwear,Queensland,Percent,Seasonally Adjusted,5.6
2015-07-01,Household spending - Through the year percentage change,Clothing and footwear,Queensland,Percent,Seasonally Adjusted,6.7
2015-07-01,Household spending,Discretionary,Queensland,$ Millions,Seasonally Adjusted,6099.8
2015-07-01,Household spending - Percentage change from previous period,Discretionary,Queensland,Percent,Seasonally Adjusted,0.2
2015-07-01,Household spending - Through the year percentage change,Discretionary,Queensland,Percent,Seasonally Adjusted,4.4
2015-07-01,Household spending,Food,Queensland,$ Millions,Seasonally Adjusted,1515.9
2015-07-01,Household spending - Percentage change from previous period,Food,Queensland,Percent,Seasonally Adjusted,0.1
2015-07-01,Household spending - Through the year percentage change,Food,Queensland,Percent,Seasonally Adjusted,2.3
2015-07-01,Household spending,Furnishings and household equipment,Queensland,$ Millions,Seasonally Adjusted,761.1
2015-07-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Queensland,Percent,Seasonally Adjusted,1.5
2015-07-01,Household spending - Through the year percentage change,Furnishings and household equipment,Queensland,Percent,Seasonally Adjusted,8.4
2015-07-01,Household spending,Goods,Queensland,$ Millions,Seasonally Adjusted,5494.2
2015-07-01,Household spending - Percentage change from previous period,Goods,Queensland,Percent,Seasonally Adjusted,0.8
2015-07-01,Household spending - Through the year percentage change,Goods,Queensland,Percent,Seasonally Adjusted,2.9
2015-07-01,Household spending,Health,Queensland,$ Millions,Seasonally Adjusted,1049.9
2015-07-01,Household spending - Percentage change from previous period,Health,Queensland,Percent,Seasonally Adjusted,1.7
2015-07-01,Household spending - Through the year percentage change,Health,Queensland,Percent,Seasonally Adjusted,6.4
2015-07-01,Household spending,"Hotels, cafes and restaurants",Queensland,$ Millions,Seasonally Adjusted,1157.5
2015-07-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Queensland,Percent,Seasonally Adjusted,-1.8
2015-07-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Queensland,Percent,Seasonally Adjusted,-1.3
2015-07-01,Household spending,Miscellaneous goods and services,Queensland,$ Millions,Seasonally Adjusted,866.1
2015-07-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Queensland,Percent,Seasonally Adjusted,0.7
2015-07-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Queensland,Percent,Seasonally Adjusted,5.7
2015-07-01,Household spending,Non Discretionary,Queensland,$ Millions,Seasonally Adjusted,3438.2
2015-07-01,Household spending - Percentage change from previous period,Non Discretionary,Queensland,Percent,Seasonally Adjusted,0.2
2015-07-01,Household spending - Through the year percentage change,Non Discretionary,Queensland,Percent,Seasonally Adjusted,1.0
2015-07-01,Household spending,Recreation and culture,Queensland,$ Millions,Seasonally Adjusted,1572.4
2015-07-01,Household spending - Percentage change from previous period,Recreation and culture,Queensland,Percent,Seasonally Adjusted,-1.5
2015-07-01,Household spending - Through the year percentage change,Recreation and culture,Queensland,Percent,Seasonally Adjusted,3.5
2015-07-01,Household spending,Services,Queensland,$ Millions,Seasonally Adjusted,4043.9
2015-07-01,Household spending - Percentage change from previous period,Services,Queensland,Percent,Seasonally Adjusted,-0.6
2015-07-01,Household spending - Through the year percentage change,Services,Queensland,Percent,Seasonally Adjusted,3.5
2015-07-01,Household spending,Total (Household Spending Categories),Queensland,$ Millions,Seasonally Adjusted,9538.0
2015-07-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Queensland,Percent,Seasonally Adjusted,0.2
2015-07-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Queensland,Percent,Seasonally Adjusted,3.1
2015-07-01,Household spending,Transport,Queensland,$ Millions,Seasonally Adjusted,1542.2
2015-07-01,Household spending - Percentage change from previous period,Transport,Queensland,Percent,Seasonally Adjusted,-0.1
2015-07-01,Household spending - Through the year percentage change,Transport,Queensland,Percent,Seasonally Adjusted,0.0
2015-07-01,Household spending,Alcoholic beverages and tobacco,South Australia,$ Millions,Seasonally Adjusted,234.2
2015-07-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,South Australia,Percent,Seasonally Adjusted,1.2
2015-07-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,South Australia,Percent,Seasonally Adjusted,3.4
2015-07-01,Household spending,Clothing and footwear,South Australia,$ Millions,Seasonally Adjusted,145.1
2015-07-01,Household spending - Percentage change from previous period,Clothing and footwear,South Australia,Percent,Seasonally Adjusted,2.3
2015-07-01,Household spending - Through the year percentage change,Clothing and footwear,South Australia,Percent,Seasonally Adjusted,1.6
2015-07-01,Household spending,Discretionary,South Australia,$ Millions,Seasonally Adjusted,1997.1
2015-07-01,Household spending - Percentage change from previous period,Discretionary,South Australia,Percent,Seasonally Adjusted,0.4
2015-07-01,Household spending - Through the year percentage change,Discretionary,South Australia,Percent,Seasonally Adjusted,4.3
2015-07-01,Household spending,Food,South Australia,$ Millions,Seasonally Adjusted,533.4
2015-07-01,Household spending - Percentage change from previous period,Food,South Australia,Percent,Seasonally Adjusted,-0.4
2015-07-01,Household spending - Through the year percentage change,Food,South Australia,Percent,Seasonally Adjusted,1.6
2015-07-01,Household spending,Furnishings and household equipment,South Australia,$ Millions,Seasonally Adjusted,222.3
2015-07-01,Household spending - Percentage change from previous period,Furnishings and household equipment,South Australia,Percent,Seasonally Adjusted,0.6
2015-07-01,Household spending - Through the year percentage change,Furnishings and household equipment,South Australia,Percent,Seasonally Adjusted,9.8
2015-07-01,Household spending,Goods,South Australia,$ Millions,Seasonally Adjusted,1823.5
2015-07-01,Household spending - Percentage change from previous period,Goods,South Australia,Percent,Seasonally Adjusted,0.4
2015-07-01,Household spending - Through the year percentage change,Goods,South Australia,Percent,Seasonally Adjusted,3.6
2015-07-01,Household spending,Health,South Australia,$ Millions,Seasonally Adjusted,350.5
2015-07-01,Household spending - Percentage change from previous period,Health,South Australia,Percent,Seasonally Adjusted,0.0
2015-07-01,Household spending - Through the year percentage change,Health,South Australia,Percent,Seasonally Adjusted,11.5
2015-07-01,Household spending,"Hotels, cafes and restaurants",South Australia,$ Millions,Seasonally Adjusted,382.0
2015-07-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",South Australia,Percent,Seasonally Adjusted,0.3
2015-07-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",South Australia,Percent,Seasonally Adjusted,-1.3
2015-07-01,Household spending,Miscellaneous goods and services,South Australia,$ Millions,Seasonally Adjusted,305.4
